vi,Id(M1)
2.310000000000000e-001,1.001000e-011
2.320000000000000e-001,1.001000e-011
2.330000000000000e-001,1.001000e-011
2.340000000000000e-001,1.001000e-011
2.350000000000000e-001,1.001000e-011
2.360000000000000e-001,1.001000e-011
2.370000000000000e-001,1.001000e-011
2.380000000000000e-001,1.001000e-011
2.390000000000000e-001,1.001000e-011
2.400000000000000e-001,1.001000e-011
2.410000000000000e-001,1.001000e-011
2.420000000000000e-001,1.001000e-011
2.430000000000000e-001,1.001000e-011
2.440000000000000e-001,1.001000e-011
2.450000000000000e-001,1.001000e-011
2.460000000000000e-001,1.001000e-011
2.470000000000000e-001,1.001000e-011
2.480000000000000e-001,1.001000e-011
2.490000000000000e-001,1.001000e-011
2.500000000000000e-001,1.001000e-011
2.510000000000000e-001,1.001000e-011
2.520000000000000e-001,1.001000e-011
2.530000000000000e-001,1.001000e-011
2.540000000000000e-001,1.001000e-011
2.550000000000000e-001,1.001000e-011
2.560000000000000e-001,1.001000e-011
2.570000000000000e-001,1.001000e-011
2.580000000000000e-001,1.001000e-011
2.590000000000000e-001,1.001000e-011
2.600000000000000e-001,1.001000e-011
2.610000000000000e-001,1.001000e-011
2.620000000000000e-001,1.001000e-011
2.630000000000000e-001,1.001000e-011
2.640000000000000e-001,1.001000e-011
2.650000000000000e-001,1.001000e-011
2.660000000000000e-001,1.001000e-011
2.670000000000000e-001,1.001000e-011
2.680000000000000e-001,1.001000e-011
2.690000000000000e-001,1.001000e-011
2.700000000000000e-001,1.001000e-011
2.710000000000000e-001,1.001000e-011
2.720000000000000e-001,1.001000e-011
2.730000000000000e-001,1.001000e-011
2.740000000000000e-001,1.001000e-011
2.750000000000000e-001,1.001000e-011
2.760000000000000e-001,1.001000e-011
2.770000000000000e-001,1.001000e-011
2.780000000000000e-001,1.001000e-011
2.790000000000000e-001,1.001000e-011
2.800000000000000e-001,1.001000e-011
2.810000000000000e-001,1.001000e-011
2.820000000000000e-001,1.001000e-011
2.830000000000000e-001,1.001000e-011
2.840000000000000e-001,1.001000e-011
2.850000000000000e-001,1.001000e-011
2.860000000000000e-001,1.001000e-011
2.870000000000000e-001,1.001000e-011
2.880000000000000e-001,1.001000e-011
2.890000000000000e-001,1.001000e-011
2.900000000000000e-001,1.001000e-011
2.910000000000000e-001,1.001000e-011
2.920000000000000e-001,1.001000e-011
2.930000000000000e-001,1.001000e-011
2.940000000000000e-001,1.001000e-011
2.950000000000000e-001,1.001000e-011
2.960000000000000e-001,1.001000e-011
2.970000000000000e-001,1.001000e-011
2.980000000000000e-001,1.001000e-011
2.990000000000000e-001,1.001000e-011
3.000000000000000e-001,1.001000e-011
3.010000000000000e-001,1.001000e-011
3.020000000000000e-001,1.001000e-011
3.030000000000000e-001,1.001000e-011
3.040000000000000e-001,1.001000e-011
3.050000000000000e-001,1.001000e-011
3.060000000000000e-001,1.001000e-011
3.070000000000000e-001,1.001000e-011
3.080000000000000e-001,1.001000e-011
3.090000000000000e-001,1.001000e-011
3.100000000000000e-001,1.001000e-011
3.110000000000000e-001,1.001000e-011
3.120000000000000e-001,1.001000e-011
3.130000000000000e-001,1.001000e-011
3.140000000000000e-001,1.001000e-011
3.150000000000000e-001,1.001000e-011
3.160000000000000e-001,1.001000e-011
3.170000000000000e-001,1.001000e-011
3.180000000000000e-001,1.001000e-011
3.190000000000000e-001,1.001000e-011
3.200000000000000e-001,1.001000e-011
3.210000000000000e-001,1.001000e-011
3.220000000000000e-001,1.001000e-011
3.230000000000000e-001,1.001000e-011
3.240000000000000e-001,1.001000e-011
3.250000000000000e-001,1.001000e-011
3.260000000000000e-001,1.001000e-011
3.270000000000000e-001,1.001000e-011
3.280000000000000e-001,1.001000e-011
3.290000000000000e-001,1.001000e-011
3.300000000000000e-001,1.001000e-011
3.310000000000000e-001,1.001000e-011
3.320000000000000e-001,1.001000e-011
3.330000000000000e-001,1.001000e-011
3.340000000000000e-001,1.001000e-011
3.350000000000000e-001,1.001000e-011
3.360000000000000e-001,1.001000e-011
3.370000000000000e-001,1.001000e-011
3.380000000000000e-001,1.001000e-011
3.390000000000000e-001,1.001000e-011
3.400000000000000e-001,1.001000e-011
3.410000000000000e-001,1.001000e-011
3.420000000000000e-001,1.001000e-011
3.430000000000000e-001,1.001000e-011
3.440000000000000e-001,1.001000e-011
3.450000000000000e-001,1.001000e-011
3.460000000000000e-001,1.001000e-011
3.470000000000000e-001,1.001000e-011
3.480000000000000e-001,1.001000e-011
3.490000000000000e-001,1.001000e-011
3.500000000000000e-001,1.001000e-011
3.510000000000000e-001,1.001000e-011
3.520000000000000e-001,1.001000e-011
3.530000000000000e-001,1.001000e-011
3.540000000000000e-001,1.001000e-011
3.550000000000000e-001,1.001000e-011
3.560000000000000e-001,1.001000e-011
3.570000000000000e-001,1.001000e-011
3.580000000000000e-001,1.001000e-011
3.590000000000000e-001,1.001000e-011
3.600000000000000e-001,1.001000e-011
3.610000000000000e-001,1.001000e-011
3.620000000000000e-001,1.001000e-011
3.630000000000000e-001,1.001000e-011
3.640000000000000e-001,1.001000e-011
3.650000000000000e-001,1.001000e-011
3.660000000000000e-001,1.001000e-011
3.670000000000000e-001,1.001000e-011
3.680000000000000e-001,1.001000e-011
3.690000000000000e-001,1.001000e-011
3.700000000000000e-001,1.001000e-011
3.710000000000000e-001,1.001000e-011
3.720000000000000e-001,1.001000e-011
3.730000000000000e-001,1.001000e-011
3.740000000000000e-001,1.001000e-011
3.750000000000000e-001,1.001000e-011
3.760000000000000e-001,1.001000e-011
3.770000000000000e-001,1.001000e-011
3.780000000000000e-001,1.001000e-011
3.790000000000000e-001,1.001000e-011
3.800000000000000e-001,1.001000e-011
3.810000000000000e-001,1.001000e-011
3.820000000000000e-001,1.001000e-011
3.830000000000000e-001,1.001000e-011
3.840000000000000e-001,1.001000e-011
3.850000000000000e-001,1.001000e-011
3.860000000000000e-001,1.001000e-011
3.870000000000000e-001,1.001000e-011
3.880000000000000e-001,1.001000e-011
3.890000000000000e-001,1.001000e-011
3.900000000000000e-001,1.001000e-011
3.910000000000000e-001,1.001000e-011
3.920000000000000e-001,1.001000e-011
3.930000000000000e-001,1.001000e-011
3.940000000000000e-001,1.001000e-011
3.950000000000000e-001,1.001000e-011
3.960000000000000e-001,1.001000e-011
3.970000000000000e-001,1.001000e-011
3.980000000000000e-001,1.001000e-011
3.990000000000000e-001,1.001000e-011
4.000000000000000e-001,1.001000e-011
4.010000000000000e-001,1.001000e-011
4.020000000000000e-001,1.001000e-011
4.030000000000000e-001,1.001000e-011
4.040000000000000e-001,1.001000e-011
4.050000000000000e-001,1.001000e-011
4.060000000000000e-001,1.001000e-011
4.070000000000000e-001,1.001000e-011
4.080000000000000e-001,1.001000e-011
4.090000000000000e-001,1.001000e-011
4.100000000000000e-001,1.001000e-011
4.110000000000000e-001,1.001000e-011
4.120000000000000e-001,1.001000e-011
4.130000000000000e-001,1.001000e-011
4.140000000000000e-001,1.001000e-011
4.150000000000000e-001,1.001000e-011
4.160000000000000e-001,1.001000e-011
4.170000000000000e-001,1.001000e-011
4.180000000000000e-001,1.001000e-011
4.190000000000000e-001,1.001000e-011
4.200000000000000e-001,1.001000e-011
4.210000000000000e-001,1.001000e-011
4.220000000000000e-001,1.001000e-011
4.230000000000000e-001,1.001000e-011
4.240000000000000e-001,1.001000e-011
4.250000000000000e-001,1.001000e-011
4.260000000000000e-001,1.001000e-011
4.270000000000000e-001,1.001000e-011
4.280000000000000e-001,1.001000e-011
4.290000000000000e-001,1.001000e-011
4.300000000000000e-001,1.001000e-011
4.310000000000000e-001,1.001000e-011
4.320000000000000e-001,1.001000e-011
4.330000000000000e-001,1.001000e-011
4.340000000000000e-001,1.001000e-011
4.350000000000000e-001,1.001000e-011
4.360000000000000e-001,1.001000e-011
4.370000000000000e-001,1.001000e-011
4.380000000000000e-001,1.001000e-011
4.390000000000000e-001,1.001000e-011
4.400000000000000e-001,1.001000e-011
4.410000000000000e-001,1.001000e-011
4.420000000000000e-001,1.001000e-011
4.430000000000000e-001,1.001000e-011
4.440000000000000e-001,1.001000e-011
4.450000000000000e-001,1.001000e-011
4.460000000000000e-001,1.001000e-011
4.470000000000000e-001,1.001000e-011
4.480000000000000e-001,1.001000e-011
4.490000000000000e-001,1.001000e-011
4.500000000000000e-001,1.001000e-011
4.510000000000000e-001,1.001000e-011
4.520000000000000e-001,1.001000e-011
4.530000000000000e-001,1.001000e-011
4.540000000000000e-001,1.001000e-011
4.550000000000000e-001,1.001000e-011
4.560000000000000e-001,1.001000e-011
4.570000000000000e-001,1.001000e-011
4.580000000000000e-001,1.001000e-011
4.590000000000000e-001,1.001000e-011
4.600000000000000e-001,1.001000e-011
4.610000000000000e-001,1.001000e-011
4.620000000000000e-001,1.001000e-011
4.630000000000000e-001,1.001000e-011
4.640000000000000e-001,1.001000e-011
4.650000000000000e-001,1.001000e-011
4.660000000000000e-001,1.001000e-011
4.670000000000000e-001,1.001000e-011
4.680000000000000e-001,1.001000e-011
4.690000000000000e-001,1.001000e-011
4.700000000000000e-001,1.001000e-011
4.710000000000000e-001,1.001000e-011
4.720000000000000e-001,1.001000e-011
4.730000000000000e-001,1.001000e-011
4.740000000000000e-001,1.001000e-011
4.750000000000000e-001,1.001000e-011
4.760000000000000e-001,1.001000e-011
4.770000000000000e-001,1.001000e-011
4.780000000000000e-001,1.001000e-011
4.790000000000000e-001,1.001000e-011
4.800000000000000e-001,1.001000e-011
4.810000000000000e-001,1.001000e-011
4.820000000000000e-001,1.001000e-011
4.830000000000000e-001,1.001000e-011
4.840000000000000e-001,1.001000e-011
4.850000000000000e-001,1.001000e-011
4.860000000000000e-001,1.001000e-011
4.870000000000000e-001,1.001000e-011
4.880000000000000e-001,1.001000e-011
4.890000000000000e-001,1.001000e-011
4.900000000000000e-001,1.001000e-011
4.910000000000000e-001,1.001000e-011
4.920000000000000e-001,1.001000e-011
4.930000000000000e-001,1.001000e-011
4.940000000000000e-001,1.001000e-011
4.950000000000000e-001,1.001000e-011
4.960000000000000e-001,1.001000e-011
4.970000000000000e-001,1.001000e-011
4.980000000000000e-001,1.001000e-011
4.990000000000000e-001,1.001000e-011
5.000000000000000e-001,1.001000e-011
5.010000000000000e-001,1.001000e-011
5.020000000000000e-001,1.001000e-011
5.030000000000000e-001,1.001000e-011
5.040000000000000e-001,1.001000e-011
5.050000000000000e-001,1.001000e-011
5.060000000000000e-001,1.001000e-011
5.070000000000000e-001,1.001000e-011
5.080000000000000e-001,1.001000e-011
5.090000000000000e-001,1.001000e-011
5.100000000000000e-001,1.001000e-011
5.110000000000000e-001,1.001000e-011
5.120000000000000e-001,1.001000e-011
5.130000000000000e-001,1.001000e-011
5.140000000000000e-001,1.001000e-011
5.150000000000000e-001,1.001000e-011
5.160000000000000e-001,1.001000e-011
5.170000000000000e-001,1.001000e-011
5.180000000000000e-001,1.001000e-011
5.190000000000000e-001,1.001000e-011
5.200000000000000e-001,1.001000e-011
5.210000000000000e-001,1.001000e-011
5.220000000000000e-001,1.001000e-011
5.230000000000000e-001,1.001000e-011
5.240000000000000e-001,1.001000e-011
5.250000000000000e-001,1.001000e-011
5.260000000000000e-001,1.001000e-011
5.270000000000000e-001,1.001000e-011
5.280000000000000e-001,1.001000e-011
5.290000000000000e-001,1.001000e-011
5.300000000000000e-001,1.001000e-011
5.310000000000000e-001,1.001000e-011
5.320000000000000e-001,1.001000e-011
5.330000000000000e-001,1.001000e-011
5.340000000000000e-001,1.001000e-011
5.350000000000000e-001,1.001000e-011
5.360000000000000e-001,1.001000e-011
5.370000000000000e-001,1.001000e-011
5.380000000000000e-001,1.001000e-011
5.390000000000000e-001,1.001000e-011
5.400000000000000e-001,1.001000e-011
5.410000000000000e-001,1.001000e-011
5.420000000000000e-001,1.001000e-011
5.430000000000000e-001,1.001000e-011
5.440000000000000e-001,1.001000e-011
5.450000000000000e-001,1.001000e-011
5.460000000000000e-001,1.001000e-011
5.470000000000000e-001,1.001000e-011
5.480000000000000e-001,1.001000e-011
5.490000000000000e-001,1.001000e-011
5.500000000000000e-001,1.001000e-011
5.510000000000001e-001,1.001000e-011
5.520000000000001e-001,1.001000e-011
5.530000000000001e-001,1.001000e-011
5.540000000000001e-001,1.001000e-011
5.550000000000001e-001,1.001000e-011
5.560000000000001e-001,1.001000e-011
5.570000000000001e-001,1.001000e-011
5.580000000000001e-001,1.001000e-011
5.590000000000001e-001,1.001000e-011
5.600000000000001e-001,1.001000e-011
5.610000000000001e-001,1.001000e-011
5.619999999999999e-001,1.001000e-011
5.629999999999999e-001,1.001000e-011
5.640000000000000e-001,1.001000e-011
5.650000000000000e-001,1.001000e-011
5.660000000000000e-001,1.001000e-011
5.670000000000000e-001,1.001000e-011
5.680000000000000e-001,1.001000e-011
5.690000000000000e-001,1.001000e-011
5.700000000000000e-001,1.001000e-011
5.710000000000000e-001,1.001000e-011
5.720000000000000e-001,1.001000e-011
5.730000000000000e-001,1.001000e-011
5.740000000000000e-001,1.001000e-011
5.750000000000000e-001,1.001000e-011
5.760000000000000e-001,1.001000e-011
5.770000000000000e-001,1.001000e-011
5.780000000000000e-001,1.001000e-011
5.790000000000000e-001,1.001000e-011
5.800000000000000e-001,1.001000e-011
5.810000000000000e-001,1.001000e-011
5.820000000000000e-001,1.001000e-011
5.830000000000000e-001,1.001000e-011
5.840000000000000e-001,1.001000e-011
5.850000000000000e-001,1.001000e-011
5.860000000000000e-001,1.001000e-011
5.870000000000000e-001,1.001000e-011
5.880000000000000e-001,1.001000e-011
5.890000000000000e-001,1.001000e-011
5.900000000000000e-001,1.001000e-011
5.910000000000000e-001,1.001000e-011
5.920000000000000e-001,1.001000e-011
5.930000000000000e-001,1.001000e-011
5.940000000000000e-001,1.001000e-011
5.950000000000000e-001,1.001000e-011
5.960000000000000e-001,1.001000e-011
5.970000000000000e-001,1.001000e-011
5.980000000000000e-001,1.001000e-011
5.990000000000000e-001,1.001000e-011
6.000000000000000e-001,1.001000e-011
6.010000000000000e-001,1.001000e-011
6.020000000000000e-001,1.001000e-011
6.030000000000000e-001,1.001000e-011
6.040000000000000e-001,1.001000e-011
6.050000000000000e-001,1.001000e-011
6.060000000000000e-001,1.001000e-011
6.070000000000000e-001,1.001000e-011
6.080000000000000e-001,1.001000e-011
6.090000000000000e-001,1.001000e-011
6.100000000000000e-001,1.001000e-011
6.110000000000000e-001,1.001000e-011
6.120000000000000e-001,1.001000e-011
6.130000000000000e-001,1.001000e-011
6.140000000000000e-001,1.001000e-011
6.150000000000000e-001,1.001000e-011
6.160000000000000e-001,1.001000e-011
6.170000000000000e-001,1.001000e-011
6.180000000000000e-001,1.001000e-011
6.190000000000000e-001,1.001000e-011
6.200000000000000e-001,1.001000e-011
6.210000000000000e-001,1.001000e-011
6.220000000000000e-001,1.001000e-011
6.230000000000000e-001,1.001000e-011
6.240000000000000e-001,1.001000e-011
6.250000000000000e-001,1.001000e-011
6.260000000000000e-001,1.001000e-011
6.270000000000000e-001,1.001000e-011
6.280000000000000e-001,1.001000e-011
6.290000000000000e-001,1.001000e-011
6.300000000000000e-001,1.001000e-011
6.310000000000000e-001,1.001000e-011
6.320000000000000e-001,1.001000e-011
6.330000000000000e-001,1.001000e-011
6.340000000000000e-001,1.001000e-011
6.350000000000000e-001,1.001000e-011
6.360000000000000e-001,1.001000e-011
6.370000000000000e-001,1.001000e-011
6.380000000000000e-001,1.001000e-011
6.390000000000000e-001,1.001000e-011
6.400000000000000e-001,1.001000e-011
6.410000000000000e-001,1.001000e-011
6.420000000000000e-001,1.001000e-011
6.430000000000000e-001,1.001000e-011
6.440000000000000e-001,1.001000e-011
6.450000000000000e-001,1.001000e-011
6.460000000000000e-001,1.001000e-011
6.470000000000000e-001,1.001000e-011
6.480000000000000e-001,1.001000e-011
6.490000000000000e-001,1.001000e-011
6.500000000000000e-001,1.001000e-011
6.510000000000000e-001,1.001000e-011
6.520000000000000e-001,1.001000e-011
6.530000000000000e-001,1.001000e-011
6.540000000000000e-001,1.001000e-011
6.550000000000000e-001,1.001000e-011
6.560000000000000e-001,1.001000e-011
6.570000000000000e-001,1.001000e-011
6.580000000000000e-001,1.001000e-011
6.590000000000000e-001,1.001000e-011
6.600000000000000e-001,1.001000e-011
6.610000000000000e-001,1.001000e-011
6.620000000000000e-001,1.001000e-011
6.630000000000000e-001,1.001000e-011
6.640000000000000e-001,1.001000e-011
6.650000000000000e-001,1.001000e-011
6.660000000000000e-001,1.001000e-011
6.670000000000000e-001,1.001000e-011
6.680000000000000e-001,1.001000e-011
6.690000000000000e-001,1.001000e-011
6.700000000000000e-001,1.001000e-011
6.710000000000000e-001,1.001000e-011
6.720000000000000e-001,1.001000e-011
6.730000000000000e-001,1.001000e-011
6.740000000000000e-001,1.001000e-011
6.750000000000000e-001,1.001000e-011
6.760000000000001e-001,1.001000e-011
6.770000000000001e-001,1.001000e-011
6.780000000000001e-001,1.001000e-011
6.790000000000001e-001,1.001000e-011
6.800000000000001e-001,1.001000e-011
6.810000000000001e-001,1.001000e-011
6.820000000000001e-001,1.001000e-011
6.830000000000001e-001,1.001000e-011
6.840000000000001e-001,1.001000e-011
6.850000000000001e-001,1.001000e-011
6.860000000000001e-001,1.001000e-011
6.870000000000001e-001,1.001000e-011
6.880000000000001e-001,1.001000e-011
6.890000000000001e-001,1.001000e-011
6.900000000000000e-001,1.001000e-011
6.910000000000000e-001,1.001000e-011
6.920000000000000e-001,1.001000e-011
6.930000000000000e-001,1.001000e-011
6.940000000000000e-001,1.001000e-011
6.950000000000000e-001,1.001000e-011
6.960000000000000e-001,1.001000e-011
6.970000000000000e-001,1.001000e-011
6.980000000000000e-001,1.001000e-011
6.990000000000000e-001,1.001000e-011
7.000000000000000e-001,1.001000e-011
7.010000000000000e-001,1.001000e-011
7.020000000000000e-001,1.001000e-011
7.030000000000000e-001,1.001000e-011
7.040000000000000e-001,1.001000e-011
7.050000000000000e-001,1.001000e-011
7.060000000000000e-001,1.001000e-011
7.070000000000000e-001,1.001000e-011
7.080000000000000e-001,1.001000e-011
7.090000000000000e-001,1.001000e-011
7.100000000000000e-001,1.001000e-011
7.110000000000000e-001,1.001000e-011
7.120000000000000e-001,1.001000e-011
7.130000000000000e-001,1.001000e-011
7.140000000000000e-001,1.001000e-011
7.150000000000000e-001,1.001000e-011
7.160000000000000e-001,1.001000e-011
7.170000000000000e-001,1.001000e-011
7.180000000000000e-001,1.001000e-011
7.190000000000000e-001,1.001000e-011
7.200000000000000e-001,1.001000e-011
7.210000000000000e-001,1.001000e-011
7.220000000000000e-001,1.001000e-011
7.230000000000000e-001,1.001000e-011
7.240000000000000e-001,1.001000e-011
7.250000000000000e-001,1.001000e-011
7.260000000000000e-001,1.001000e-011
7.270000000000000e-001,1.001000e-011
7.280000000000000e-001,1.001000e-011
7.290000000000000e-001,1.001000e-011
7.300000000000000e-001,1.001000e-011
7.310000000000000e-001,1.001000e-011
7.320000000000000e-001,1.001000e-011
7.330000000000000e-001,1.001000e-011
7.340000000000000e-001,1.001000e-011
